X,Y,OBJECTID,LOCATION,MAG,DEPTH,DATUM
6.823000004704314,53.156000006547927,43,Achterdiep,1,3,1994-06-06T00:00:00.000Z
6.682000003854109,53.359000006287189,44,Garsthuizen,1.5,3,1994-06-08T00:00:00.000Z
6.852000004452452,53.335000006206471,45,De Klip,1,3,1994-06-26T00:00:00.000Z
6.770000004487663,53.423000006605378,46,Uithuizermeeden,1.7,3,1994-06-27T00:00:00.000Z
6.613000003771584,53.324000006544608,47,Stedum,2.7,3,1994-07-01T00:00:00.000Z
6.743000004750223,53.372000006022958,48,t-Zandt,2,3,1994-07-19T00:00:00.000Z
6.628000004315363,53.351000006600735,49,Middelstum,2.7,1,1994-07-30T00:00:00.000Z
6.577000004664241,53.365000006678592,50,Middelstum,1.3,1,1994-07-30T00:00:00.000Z
6.917000004060727,52.755000006015841,101,Weerdinge,1.6,3,1996-08-06T00:00:00.000Z
6.688000004189305,53.057000006301386,102,Annen,0.3,3,1996-08-09T00:00:00.000Z
6.958000004357746,53.28700000613042,103,Oterdumerwarven,1.6,3,1996-08-09T00:00:00.000Z
6.570000004314296,52.945000006160058,104,Geelbroek,1.7,3,1996-08-25T00:00:00.000Z
6.422000004383449,53.147000006020114,105,Nieuw-Roden,2.1,3,1996-09-02T00:00:00.000Z
6.610000004893236,52.941000006259003,106,Amen,1.3,3,1996-10-16T00:00:00.000Z
6.755000004175417,53.355000006186017,107,t-Zandt,1.3,3,1996-11-16T00:00:00.000Z
6.732000004095095,52.724000005980976,108,Wachtum,2.2,3,1996-11-17T00:00:00.000Z
6.410000004212914,53.165000006251596,109,Leek,1,3,1996-11-30T00:00:00.000Z
7.053000004985139,52.835000006540241,110,Roswinkel,1.6,1.5,1996-12-06T00:00:00.000Z
6.815000004980763,53.072000005785419,111,Annerveenschekanaal,0.5,3,1996-12-16T00:00:00.000Z
6.82200000511539,53.078000006264958,112,Annerveenschekanaal,-0.1,3,1996-12-16T00:00:00.000Z
6.765000004796494,53.261000005925709,113,Schaaphok,-0.2,3,1996-12-26T00:00:00.000Z
6.505000004908153,53.107000005854182,114,Winde,1.9,3,1996-12-28T00:00:00.000Z
7.043000005335706,52.834000006478746,115,Roswinkel,2.7,2,1996-12-28T00:00:00.000Z
6.502000004689065,53.111000006287775,116,Donderen,1.8,3,1996-12-28T00:00:00.000Z
6.713000004933999,53.338000005904185,117,Westeremden,1.5,3,1997-01-08T00:00:00.000Z
